case_id,quantity,value,unit,window,statistic,qa_status
decay-dt-0p001,analytical_period,1.3191672361071902,s,full_run,verification_metadata,verification_only
decay-dt-0p004,cell_size,0.0125,m,full_run,verification_metadata,verification_only
decay-dt-0p004,runtime,86.4,s,full_run,verification_metadata,verification_only
decay-dt-0p004,timesteps,3000,count,full_run,verification_metadata,verification_only
decay-dt-0p004,measured_period,1.3232729303349733,s,full_run,verification_metadata,verification_only
decay-dt-0p004,analytical_period,1.3191672361071902,s,full_run,verification_metadata,verification_only
decay-mesh-cpb120,cell_size,0.008333,m,full_run,verification_metadata,verification_only
decay-mesh-cpb120,runtime,381.3,s,full_run,verification_metadata,verification_only
decay-mesh-cpb120,timesteps,6000,count,full_run,verification_metadata,verification_only
decay-mesh-cpb120,measured_period,1.3231661248301385,s,full_run,verification_metadata,verification_only
decay-mesh-cpb120,analytical_period,1.3191672361071902,s,full_run,verification_metadata,verification_only
decay-mesh-cpb160,cell_size,0.00625,m,full_run,verification_metadata,verification_only
decay-mesh-cpb160,runtime,683.2,s,full_run,verification_metadata,verification_only
decay-mesh-cpb160,timesteps,6000,count,full_run,verification_metadata,verification_only
decay-mesh-cpb160,measured_period,1.3230890954966017,s,full_run,verification_metadata,verification_only
decay-mesh-cpb160,analytical_period,1.3191672361071902,s,full_run,verification_metadata,verification_only
decay-mesh-cpb40,cell_size,0.025,m,full_run,verification_metadata,verification_only
decay-mesh-cpb40,runtime,51.7,s,full_run,verification_metadata,verification_only
decay-mesh-cpb40,timesteps,6000,count,full_run,verification_metadata,verification_only
decay-mesh-cpb40,measured_period,1.323486593080812,s,full_run,verification_metadata,verification_only
decay-mesh-cpb40,analytical_period,1.3191672361071902,s,full_run,verification_metadata,verification_only
decay-mesh-cpb60,cell_size,0.016667,m,full_run,verification_metadata,verification_only
decay-mesh-cpb60,runtime,101.8,s,full_run,verification_metadata,verification_only
decay-mesh-cpb60,timesteps,6000,count,full_run,verification_metadata,verification_only
decay-mesh-cpb60,measured_period,1.323362239975862,s,full_run,verification_metadata,verification_only
decay-mesh-cpb60,analytical_period,1.3191672361071902,s,full_run,verification_metadata,verification_only
decay-mesh-cpb80,cell_size,0.0125,m,full_run,verification_metadata,verification_only
decay-mesh-cpb80,runtime,173.8,s,full_run,verification_metadata,verification_only
decay-mesh-cpb80,timesteps,6000,count,full_run,verification_metadata,verification_only
decay-mesh-cpb80,measured_period,1.3232746813885388,s,full_run,verification_metadata,verification_only
decay-mesh-cpb80,analytical_period,1.3191672361071902,s,full_run,verification_metadata,verification_only
